PAGOS;MONTO;COMUNA;REGION;URBANIDAD;FPAGO;TIPOBENEFICIO;COBROMARZO;FEC_NAC;FEC_DEF;FALLECIDO;SEXO;ECIVIL;NACIONALIDAD;ESTADO;NOCOBRO
1;27664;LO PRADO;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;22/04/1969;;NO;F;CASADO;C;PAGADO;0
1;20604;BUIN;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;6/11/1969;;NO;M;CASADO;C;CADUCADO;1
1;6768;OVALLE;COQUIMBO;URBANO;CORREO;SAFEM;NO;16/07/1965;;NO;F;CASADO;C;CADUCADO;1
1;27664;CURANILAHUE;BIO-BIO;SEMIURBANO;PLAZA DE PAGO;SUF;SI;10/01/1964;;NO;F;CASADO;C;CADUCADO;1
1;10005;SAN ANTONIO;VALPARAISO;URBANO;CORREO;SAFEM;SI;27/10/1967;;NO;M;CASADO;C;PAGADO;0
1;4782;QUILICURA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;14/08/1967;;NO;M;CASADO;C;CADUCADO;1
1;1880;ANTOFAGASTA;ANTOFAGASTA;URBANO;CORREO;SAFEM;SI;15/12/1968;;NO;F;DIVORCIADO;C;CADUCADO;1
1;2248;HUECHURABA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;17/06/1973;;NO;M;CASADO;C;CADUCADO;1
1;33566;CHILLAN;ÑUBLE;URBANO;CORREO;SAFEM;NO;9/11/1970;;NO;M;CASADO;C;CADUCADO;1
1;27664;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;28/05/1970;;NO;F;SOLTERO;C;PAGADO;0
1;176096;ÑUÑOA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;8/09/1966;;NO;F;SOLTERO;C;PAGADO;0
1;1916;FUTRONO;LOS RIOS;RURAL;CORREO;SAFEM;NO;31/12/1971;;NO;M;SOLTERO;C;CADUCADO;1
1;1304;CABILDO;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;10/05/1967;;NO;M;CASADO;C;CADUCADO;1
1;6178;RIO BUENO;LOS RIOS;SEMIURBANO;CORREO;SAFEM;NO;4/08/1970;;NO;M;SOLTERO;C;PAGADO;0
1;14772;CALAMA;ANTOFAGASTA;URBANO;CORREO;SAFEM;NO;4/10/1967;;NO;M;CASADO;C;CADUCADO;1
1;9847;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;8/02/1967;;NO;M;SOLTERO;C;CADUCADO;1
1;176096;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;9/10/1970;;NO;F;SOLTERO;C;PAGADO;0
1;331968;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;ASIGNACIONES FAMILIARES;NO;19/06/1968;;NO;F;CASADO;C;CADUCADO;1
1;16649;MALLOA;OHIGGINS;RURAL;CORREO;SAFEM;NO;22/08/1967;;NO;M;DIVORCIADO;C;CADUCADO;1
1;14302;QUINCHAO;LOS LAGOS;RURAL;CORREO;SAFEM;NO;22/04/1970;;NO;F;CASADO;C;CADUCADO;1
1;1410;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;30/03/1970;;NO;M;CASADO;C;CADUCADO;1
1;174335;SAN BERNARDO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;30/03/1966;;NO;F;SOLTERO;C;PAGADO;0
1;23673;ANGOL;LA ARAUCANIA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;21/01/1969;;NO;F;SOLTERO;C;CADUCADO;1
1;2037;BUIN;METROPOLITANA;URBANO;CORREO;SAFEM;NO;13/03/1968;;NO;M;CASADO;C;CADUCADO;1
1;32196;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;ASIGNACIONES FAMILIARES;NO;18/08/1976;;NO;F;SOLTERO;C;CADUCADO;1
1;27664;DALCAHUE;LOS LAGOS;RURAL;RURAL;SUF;SI;15/01/1970;;NO;F;SOLTERO;C;PAGADO;0
1;176096;VIÑA DEL MAR;VALPARAISO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;22/03/1971;;NO;F;SOLTERO;C;PAGADO;0
1;8754;ARICA;ARICA;URBANO;CORREO;SAFEM;NO;22/03/1973;;NO;M;CASADO;C;CADUCADO;1
1;19659;CONSTITUCION;MAULE;URBANO;CORREO;SAFEM;NO;14/04/1969;;NO;M;DIVORCIADO;C;CADUCADO;1
1;1410;VIÑA DEL MAR;VALPARAISO;URBANO;CORREO;SAFEM;NO;29/01/1971;;NO;M;SOLTERO;C;CADUCADO;1
1;2360;SAN BERNARDO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;10/10/1967;;NO;F;CASADO;C;CADUCADO;1
1;27664;VALDIVIA;LOS RIOS;URBANO;PLAZA DE PAGO;SUF;NO;9/02/1968;;NO;F;DIVORCIADO;C;PAGADO;0
1;20010;VALPARAISO;VALPARAISO;URBANO;CORREO;SAFEM;NO;13/07/1975;;NO;M;SOLTERO;C;CADUCADO;1
1;16976;SANTIAGO;METROPOLITANA;URBANO;CORREO;SAFEM;NO;7/04/1970;;NO;M;SOLTERO;C;CADUCADO;1
1;1880;CHIGUAYANTE;BIO-BIO;URBANO;CORREO;SAFEM;NO;25/08/1975;;NO;M;CASADO;C;CADUCADO;1
1;6093;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;7/01/1968;;NO;F;DIVORCIADO;C;CADUCADO;1
1;1880;QUILPUE;VALPARAISO;URBANO;CORREO;SAFEM;NO;24/12/1975;;NO;F;SOLTERO;C;CADUCADO;1
1;10005;PADRE LAS CASAS;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;7/02/1974;;NO;M;CASADO;C;CADUCADO;1
1;4570;PUNTA ARENAS;MAGALLANES;URBANO;CORREO;SAFEM;NO;17/06/1975;;NO;M;DIVORCIADO;C;CADUCADO;1
1;27664;RECOLETA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;SI;19/04/1972;;NO;F;CASADO;C;PAGADO;0
1;4430;PANGUIPULLI;LOS RIOS;SEMIURBANO;CORREO;SAFEM;NO;2/03/1972;;NO;F;CASADO;C;CADUCADO;1
1;1880;IQUIQUE;TARAPACA;URBANO;CORREO;SAFEM;NO;23/08/1980;;NO;F;SOLTERO;C;CADUCADO;1
1;165984;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;ASIGNACIONES FAMILIARES;NO;22/05/1968;;NO;M;CASADO;C;CADUCADO;1
1;176096;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;21/03/1965;;NO;F;CASADO;C;PAGADO;0
1;150000;RECOLETA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO APOYO FAMILIAR;NO;26/06/1970;;NO;M;CASADO;C;CADUCADO;1
1;38625;ARICA;ARICA;URBANO;CORREO;SAFEM;NO;5/01/1973;;NO;F;CASADO;C;CADUCADO;1
1;176096;SAN CARLOS;ÑUBLE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;23/01/1960;;NO;F;SOLTERO;C;PAGADO;0
1;14302;ARICA;ARICA;URBANO;CORREO;SAFEM;NO;1/12/1969;;NO;M;CASADO;C;PAGADO;0
1;17906;LO BARNECHEA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;17/01/1977;;NO;M;CASADO;C;CADUCADO;1
1;55328;LO ESPEJO;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;SI;11/09/1977;;NO;F;CASADO;C;PAGADO;0
1;49184;CONCEPCION;BIO-BIO;URBANO;PLAZA DE PAGO;BONO MARZO PERMANENTE;NO;13/10/1974;;NO;F;SOLTERO;C;CADUCADO;1
1;176096;SAN BERNARDO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;15/10/1969;;NO;M;DIVORCIADO;C;PAGADO;0
1;4074;IQUIQUE;TARAPACA;URBANO;CORREO;SAFEM;SI;13/06/1980;;NO;F;SOLTERO;C;CADUCADO;1
1;7082;VILLA ALEMANA;VALPARAISO;URBANO;CORREO;SAFEM;NO;5/02/1975;;NO;F;SOLTERO;C;CADUCADO;1
1;55328;ANDACOLLO;COQUIMBO;SEMIURBANO;SUCURSAL BECH;SUF;NO;16/05/1980;;NO;F;SOLTERO;C;PAGADO;0
2;196630;LA FLORIDA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;20/02/1963;;NO;F;SOLTERO;C;CADUCADO;1
1;14302;ARICA;ARICA;URBANO;CORREO;SAFEM;NO;23/03/1969;;NO;F;SOLTERO;C;CADUCADO;1
1;27664;CURICO;MAULE;URBANO;RURAL;SUF;SI;13/02/1967;;NO;F;;C;PAGADO;0
1;13832;RIO BUENO;LOS RIOS;SEMIURBANO;RURAL;SUF;NO;8/04/1968;;NO;F;CASADO;C;PAGADO;0
1;29601;CONCEPCION;BIO-BIO;URBANO;CORREO;SAFEM;NO;19/03/1972;;NO;F;SOLTERO;C;PAGADO;0
1;50000;TALCAHUANO;BIO-BIO;URBANO;PLAZA DE PAGO;BONO APOYO FAMILIAR;NO;23/11/1977;;NO;M;CASADO;C;PAGADO;0
1;1824;QUILICURA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;17/09/1973;;NO;M;CASADO;C;CADUCADO;1
1;1410;CABILDO;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;17/01/1973;;NO;M;SOLTERO;C;CADUCADO;1
1;70343;LOS ANDES;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;15/10/1977;;NO;F;SOLTERO;C;CADUCADO;1
1;41496;LA PINTANA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;SI;6/10/1971;;NO;F;CASADO;C;PAGADO;0
1;27664;CHONCHI;LOS LAGOS;SEMIURBANO;SUCURSAL BECH;SUF;NO;3/09/1968;;NO;F;CASADO;C;CADUCADO;1
1;27664;PANGUIPULLI;LOS RIOS;SEMIURBANO;RURAL;SUF;NO;27/05/1965;;NO;F;;C;PAGADO;0
1;176096;SAN CARLOS;ÑUBLE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;16/04/1965;;NO;F;SOLTERO;C;PAGADO;0
1;176096;LO ESPEJO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;13/11/1964;;NO;M;SOLTERO;C;PAGADO;0
1;38278;QUILLOTA;VALPARAISO;URBANO;CORREO;SAFEM;NO;2/01/1965;;NO;F;CASADO;C;CADUCADO;1
1;95517;VIÑA DEL MAR;VALPARAISO;URBANO;PLAZA DE PAGO;ACCIDENTE DEL TRABAJO;NO;14/01/1965;;NO;F;SOLTERO;C;PAGADO;0
1;174335;LA PINTANA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;13/07/1965;;NO;F;SOLTERO;C;PAGADO;0
1;13832;SANTA BARBARA;BIO-BIO;RURAL;PLAZA DE PAGO;SUF;NO;30/12/1964;;NO;F;CASADO;C;PAGADO;0
1;152939;QUILPUE;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;18/09/1965;;NO;F;;C;PAGADO;0
1;176096;SANTIAGO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;28/02/1965;;NO;M;SOLTERO;C;PAGADO;0
1;176096;INDEPENDENCIA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;26/09/1965;;NO;F;SOLTERO;C;PAGADO;0
1;176096;SAN MIGUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;17/03/1965;;NO;F;SOLTERO;C;PAGADO;0
1;176096;HUECHURABA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;SI;20/04/1965;;NO;M;SOLTERO;C;PAGADO;0
1;14772;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;14/09/1965;;NO;F;CASADO;C;CADUCADO;1
1;176096;TALCA;MAULE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;11/05/1965;;NO;F;SOLTERO;C;PAGADO;0
1;176096;TALCAHUANO;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;18/10/1965;;NO;F;CASADO;C;PAGADO;0
1;176096;HUALPEN;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;24/05/1965;;NO;F;SOLTERO;C;PAGADO;0
1;176096;TEMUCO;LA ARAUCANIA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;1/06/1965;;NO;F;SOLTERO;C;PAGADO;0
1;3123;SAN ANTONIO;VALPARAISO;URBANO;CORREO;SAFEM;SI;16/07/1965;;NO;F;SOLTERO;C;CADUCADO;1
1;182065;VIÑA DEL MAR;VALPARAISO;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;26/09/1966;;NO;F;SOLTERO;C;PAGADO;0
1;27664;LOS VILOS;COQUIMBO;SEMIURBANO;RURAL;SUF;SI;22/11/1966;;NO;F;SOLTERO;C;PAGADO;0
1;14302;EL QUISCO;VALPARAISO;SEMIURBANO;CORREO;SAFEM;NO;25/03/1966;;NO;F;CASADO;C;CADUCADO;1
2;27328;RECOLETA;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;23/12/1966;;NO;F;CASADO;C;CADUCADO;1
1;176096;ESTACION CENTRAL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;21/12/1965;;NO;F;SOLTERO;C;PAGADO;0
1;27664;LAS CONDES;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;SI;11/04/1966;;NO;F;DIVORCIADO;C;PAGADO;0
1;27664;LA PINTANA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;27/04/1966;;NO;F;CASADO;C;PAGADO;0
1;9627;EL BOSQUE;METROPOLITANA;URBANO;PLAZA DE PAGO;INGRESO ETICO FAMILIAR;SI;24/09/1966;;NO;F;CASADO;C;CADUCADO;1
1;27664;SAN BERNARDO;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;12/04/1966;;NO;F;CASADO;C;PAGADO;0
1;28134;SAN FERNANDO;OHIGGINS;URBANO;CORREO;SAFEM;NO;14/10/1966;;NO;F;CASADO;C;CADUCADO;1
1;13832;SAN FERNANDO;OHIGGINS;URBANO;PLAZA DE PAGO;SUF;NO;6/12/1966;;NO;F;CASADO;C;PAGADO;0
1;27664;RANCAGUA;OHIGGINS;URBANO;RURAL;SUF;SI;29/01/1966;;NO;F;CASADO;C;PAGADO;0
1;1880;TALCAHUANO;BIO-BIO;URBANO;CORREO;SAFEM;NO;14/12/1965;;NO;F;CASADO;C;CADUCADO;1
1;13832;LIMACHE;VALPARAISO;URBANO;PLAZA DE PAGO;SUF;NO;26/06/1966;;NO;F;CASADO;C;PAGADO;0
1;176096;MAIPU;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;9/09/1966;;NO;F;SOLTERO;C;PAGADO;0
1;123735;SAN MIGUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;19/12/1966;;NO;F;CASADO;C;PAGADO;0
1;13832;RENGO;OHIGGINS;URBANO;PLAZA DE PAGO;SUF;NO;19/12/1965;;NO;F;CASADO;C;CADUCADO;1
1;14772;PICHILEMU;OHIGGINS;SEMIURBANO;CORREO;SAFEM;SI;22/01/1966;;NO;F;CASADO;C;CADUCADO;1
1;1124;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;7/04/1966;;NO;F;CASADO;C;CADUCADO;1
1;27664;TALCA;MAULE;URBANO;PLAZA DE PAGO;SUF;SI;8/11/1966;;NO;F;CASADO;C;PAGADO;0
1;1880;TALCA;MAULE;URBANO;CORREO;SAFEM;NO;4/07/1965;;NO;F;CASADO;C;CADUCADO;1
1;176096;SAN JAVIER;MAULE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;15/04/1966;;NO;F;SOLTERO;C;CADUCADO;1
1;176096;SAN JAVIER;MAULE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;19/10/1966;;NO;F;SOLTERO;C;PAGADO;0
1;14302;LINARES;MAULE;URBANO;CORREO;SAFEM;NO;30/11/1965;;NO;F;CASADO;C;CADUCADO;1
1;32196;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;ASIGNACIONES FAMILIARES;NO;23/06/1966;;NO;M;CASADO;C;CADUCADO;1
1;176096;COLINA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;27/11/1966;;NO;F;SOLTERO;C;CADUCADO;1
1;176096;LOS ANGELES;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;11/10/1966;;NO;F;SOLTERO;C;PAGADO;0
1;2413;SAN JOSE DE LA MARIQUINA;LOS RIOS;SEMIURBANO;CORREO;SAFEM;NO;5/02/1966;;NO;F;SOLTERO;C;CADUCADO;1
1;176096;LA UNION;LOS RIOS;SEMIURBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;2/09/1966;;NO;F;SOLTERO;C;PAGADO;0
1;2037;VILLARRICA;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;17/02/1966;;NO;M;DIVORCIADO;C;CADUCADO;1
1;70429;VALDIVIA;LOS RIOS;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;26/08/1966;;NO;F;SOLTERO;C;PAGADO;0
1;27664;HUALAIHUE;LOS LAGOS;RURAL;RURAL;SUF;NO;5/07/1966;;NO;F;CASADO;C;PAGADO;0
1;36330;PARRAL;MAULE;SEMIURBANO;CORREO;SAFEM;NO;24/12/1965;;NO;F;CASADO;C;CADUCADO;1
1;27664;RETIRO;MAULE;SEMIURBANO;RURAL;SUF;NO;19/07/1966;;NO;F;CASADO;C;PAGADO;0
1;176096;EL CARMEN;ÑUBLE;RURAL;RURAL;PENSION BASICA SOLIDARIA;NO;17/07/1966;;NO;F;CASADO;C;PAGADO;0
1;27664;HUALAIHUE;LOS LAGOS;RURAL;SUCURSAL BECH;SUF;NO;29/11/1966;;NO;F;SOLTERO;C;CADUCADO;1
1;9792;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;31/12/1965;;NO;F;CASADO;C;PAGADO;0
1;1880;ANTOFAGASTA;ANTOFAGASTA;URBANO;CORREO;SAFEM;NO;9/11/1966;;NO;F;CASADO;C;CADUCADO;1
1;27664;MAIPU;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;19/12/1966;;NO;F;CASADO;C;PAGADO;0
1;8488;CURICO;MAULE;URBANO;CORREO;SAFEM;NO;6/08/1967;;NO;M;SOLTERO;C;CADUCADO;1
1;27664;TREHUACO;ÑUBLE;RURAL;RURAL;SUF;SI;16/08/1967;;NO;F;SOLTERO;C;PAGADO;0
1;27664;TOME;BIO-BIO;URBANO;RURAL;SUF;NO;23/11/1966;;NO;F;CASADO;C;PAGADO;0
1;27664;SAN RAMON;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;8/03/1967;;NO;F;CASADO;C;PAGADO;0
1;13832;FRESIA;LOS LAGOS;RURAL;SUCURSAL BECH;SUF;NO;4/09/1967;;NO;F;CASADO;C;PAGADO;0
1;13832;CALBUCO;LOS LAGOS;SEMIURBANO;PLAZA DE PAGO;SUF;NO;7/08/1966;;NO;F;SOLTERO;C;PAGADO;0
1;27664;QUEILEN;LOS LAGOS;RURAL;RURAL;SUF;NO;27/08/1967;;NO;F;CASADO;C;PAGADO;0
1;28134;OVALLE;COQUIMBO;URBANO;CORREO;SAFEM;NO;12/01/1967;;NO;F;SOLTERO;C;PAGADO;0
1;4074;CALAMA;ANTOFAGASTA;URBANO;CORREO;SAFEM;NO;22/05/1967;;NO;M;CASADO;C;CADUCADO;1
1;27664;NACIMIENTO;BIO-BIO;SEMIURBANO;RURAL;SUF;NO;9/09/1967;;NO;F;CASADO;C;PAGADO;0
1;27664;CERRO NAVIA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;20/06/1967;;NO;F;CASADO;C;PAGADO;0
1;174335;SAN BERNARDO;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;7/12/1966;;NO;F;CASADO;C;CADUCADO;1
1;174335;RECOLETA;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;16/08/1967;;NO;F;SOLTERO;C;PAGADO;0
1;21893;QUINTA NORMAL;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;2/12/1967;;NO;F;SOLTERO;C;PAGADO;0
1;27664;PEÑALOLEN;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;5/03/1967;;NO;F;DIVORCIADO;C;PAGADO;0
1;176096;SAN ESTEBAN;VALPARAISO;SEMIURBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;14/04/1967;;NO;F;SOLTERO;C;PAGADO;0
1;27664;RECOLETA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;22/07/1967;;NO;F;SOLTERO;C;PAGADO;0
1;176096;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;4/03/1967;;NO;F;;C;CADUCADO;1
1;10369;VILLARRICA;LA ARAUCANIA;URBANO;CORREO;SAFEM;NO;23/04/1967;;NO;M;CASADO;C;CADUCADO;1
1;27664;VALDIVIA;LOS RIOS;URBANO;PLAZA DE PAGO;SUF;SI;17/02/1967;;NO;F;SOLTERO;C;PAGADO;0
1;1033;OSORNO;LOS LAGOS;URBANO;CORREO;SAFEM;NO;11/11/1967;;NO;F;SOLTERO;C;CADUCADO;1
1;27664;PEDRO AGUIRRE CERDA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;17/06/1967;;NO;F;CASADO;C;PAGADO;0
1;3523;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;SI;7/08/1967;;NO;F;SOLTERO;C;CADUCADO;1
1;4911;RANCAGUA;OHIGGINS;URBANO;CORREO;SAFEM;NO;3/10/1967;;NO;F;SOLTERO;C;CADUCADO;1
1;14293;QUILLOTA;VALPARAISO;URBANO;CORREO;SAFEM;NO;21/05/1967;;NO;F;CASADO;C;PAGADO;0
1;13469;QUILLOTA;VALPARAISO;URBANO;CORREO;SAFEM;NO;19/08/1967;;NO;F;CASADO;C;CADUCADO;1
1;44376;SANTIAGO;METROPOLITANA;URBANO;CORREO;ASIGNACIONES FAMILIARES;NO;30/07/1966;;NO;F;CASADO;C;CADUCADO;1
1;23712;LANCO;LOS RIOS;SEMIURBANO;CORREO;PREVISIONAL;SI;14/04/1967;;NO;F;SOLTERO;C;PAGADO;0
1;13832;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;19/11/1967;;NO;F;SOLTERO;C;PAGADO;0
1;176096;MAULLIN;LOS LAGOS;RURAL;SUCURSAL BECH;PENSION BASICA SOLIDARIA;NO;20/06/1967;;NO;M;SOLTERO;C;PAGADO;0
1;6178;SANTA CRUZ;OHIGGINS;SEMIURBANO;CORREO;SAFEM;NO;21/08/1967;;NO;M;CASADO;C;PAGADO;0
1;27664;CHIMBARONGO;OHIGGINS;SEMIURBANO;PLAZA DE PAGO;SUF;NO;9/09/1967;;NO;F;CASADO;C;PAGADO;0
1;14302;MAULE;MAULE;URBANO;CORREO;SAFEM;NO;10/10/1967;;NO;M;CASADO;C;PAGADO;0
1;27664;MAULE;MAULE;URBANO;RURAL;SUF;NO;18/11/1967;;NO;F;SOLTERO;C;PAGADO;0
1;27664;SAN JAVIER;MAULE;URBANO;PLAZA DE PAGO;SUF;NO;4/11/1967;;NO;F;CASADO;C;PAGADO;0
1;176096;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;21/05/1967;;NO;M;SOLTERO;C;CADUCADO;1
1;2037;BULNES;ÑUBLE;SEMIURBANO;CORREO;SAFEM;NO;20/09/1967;;NO;F;DIVORCIADO;C;CADUCADO;1
1;27664;CHILLAN;ÑUBLE;URBANO;PLAZA DE PAGO;SUF;NO;5/12/1967;;NO;F;;C;PAGADO;0
1;174335;HUALPEN;BIO-BIO;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;7/12/1967;;NO;M;SOLTERO;C;PAGADO;0
1;165984;QUILICURA;METROPOLITANA;URBANO;PLAZA DE PAGO;ASIGNACIONES FAMILIARES;SI;20/04/1967;;NO;M;SOLTERO;C;PAGADO;0
1;1080;LOS ANGELES;BIO-BIO;URBANO;CORREO;SAFEM;NO;4/11/1967;;NO;M;CASADO;C;CADUCADO;1
1;263146;LA FLORIDA;METROPOLITANA;URBANO;PLAZA DE PAGO;PREVISIONAL;NO;16/10/1967;;NO;F;CASADO;C;PAGADO;0
1;27664;COQUIMBO;COQUIMBO;URBANO;PLAZA DE PAGO;SUF;NO;17/02/1967;;NO;F;CASADO;C;PAGADO;0
1;1256;COQUIMBO;COQUIMBO;URBANO;CORREO;SAFEM;NO;1/07/1967;;NO;M;CASADO;C;CADUCADO;1
1;23837;OVALLE;COQUIMBO;URBANO;CORREO;SAFEM;SI;4/06/1967;;NO;M;CASADO;C;CADUCADO;1
1;10708;OVALLE;COQUIMBO;URBANO;CORREO;SAFEM;NO;20/07/1967;;NO;M;SOLTERO;C;CADUCADO;1
1;6178;CARAHUE;LA ARAUCANIA;SEMIURBANO;CORREO;SAFEM;NO;20/06/1965;;NO;F;CASADO;C;CADUCADO;1
1;1410;MELIPILLA;METROPOLITANA;URBANO;CORREO;SAFEM;NO;1/01/1967;;NO;M;SOLTERO;C;CADUCADO;1
1;176096;SAN MIGUEL;METROPOLITANA;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;29/01/1967;;NO;M;SOLTERO;C;CADUCADO;1
1;44209;LA CISTERNA;METROPOLITANA;URBANO;PLAZA DE PAGO;BONO MARZO PERMANENTE;NO;12/04/1967;;NO;M;CASADO;C;PAGADO;0
1;24374;LA CISTERNA;METROPOLITANA;URBANO;CORREO;PREVISIONAL;NO;18/05/1967;;NO;F;DIVORCIADO;C;PAGADO;0
1;27664;PADRE HURTADO;METROPOLITANA;URBANO;PLAZA DE PAGO;SUF;NO;13/12/1966;;NO;F;CASADO;C;PAGADO;0
1;1880;PEÑAFLOR;METROPOLITANA;URBANO;CORREO;SAFEM;SI;4/03/1967;;NO;M;CASADO;C;CADUCADO;1
1;176096;SAN FRANCISCO DE MOSTAZAL;OHIGGINS;SEMIURBANO;SUCURSAL BECH;PENSION BASICA SOLIDARIA;NO;27/04/1967;;NO;F;SOLTERO;C;CADUCADO;1
1;27664;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;SUF;NO;8/10/1967;;NO;F;CASADO;C;PAGADO;0
1;174335;RANCAGUA;OHIGGINS;URBANO;PLAZA DE PAGO;PENSION BASICA SOLIDARIA;NO;21/09/1967;;NO;M;SOLTERO;C;PAGADO;0
1;27664;RENGO;OHIGGINS;URBANO;RURAL;SUF;SI;12/05/1967;;NO;F;SOLTERO;C;PAGADO;0
1;1410;RENGO;OHIGGINS;URBANO;CORREO;SAFEM;NO;20/11/1967;;NO;F;CASADO;C;CADUCADO;1
